name,gaugeID,dates_as_datenum,precipitation,temperature,potential_evapotranspiration,streamflow
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-11-23,8.54,13.395,0.862505407232998,0.650289286612124
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-11-24,0,10.44,0.859332138156617,0.673438743417086
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-11-25,0,13.2,0.950391370186837,0.671334247343908
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-11-26,0,13.505,0.957520196576606,0.654498278758481
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-11-27,0.83,19.355,0.96742921367779,0.646080294465767
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-11-28,28.12,15.71,0.945346574091553,0.744991609905152
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-11-29,0,3.78,0.677582356281165,1.11538291878455
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-11-30,0,2.565,0.625155830992954,0.997531138686559
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-01,0,4.57,0.667762168593561,0.867052382149499
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-02,0.27,8.99,0.786682998337578,0.774454554929649
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-03,56.42,11.075,0.770939958298838,2.31494568049623
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-04,0.13,5.03,0.673748949607339,5.19810530075064
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-05,0,-0.115,0.559570850538289,2.50435032708229
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-06,0,2.67,0.592822346898487,1.74883623681125
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-07,0,3.895,0.635929639294602,1.38686291222456
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-08,0,-0.0750000000000002,0.530571982835137,1.22902570673618
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-09,0,4.235,0.584091924018908,1.11538291878455
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-10,0,6.42,0.586309889323935,1.02909857978423
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-11,0,7.365,0.608506009912177,0.961754705442527
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-12,0,7.645,0.644211735763989,0.911246799686245
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-13,0,9.45,0.736488596790822,0.858634397856785
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-14,9.34,8.66,0.702491834924801,0.827066956759109
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-15,0.74,10.77,0.765299272917725,0.827066956759109
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-16,7.94,8.54,0.696683077265812,0.814439980320039
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-17,15.62,9.5,0.720575542754033,0.862843390003142
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-18,27.2,14.375,0.818554685987261,2.08134661637343
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-19,20.74,8.175,0.693573835092859,4.35630687147928
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-20,0.08,7.86,0.704585568870617,3.13569914903581
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-21,30.85,12.38,0.758417101331051,4.79825104684674
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-22,53.26,12.395,0.779073361222785,17.046418192745
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-23,16.38,4.515,0.582311132302111,17.2989577215264
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-24,2.35,-7.195,0.39704763648453,7.13424168807476
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-25,0,-7.305,0.406138162790083,4.10376734269787
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-26,0,-3.5,0.469527389863841,3.03047434537689
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-27,18.19,-0.99,0.510424888050572,2.60957513074121
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-28,14.62,5.115,0.635555822427872,5.05079057562815
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-29,7.88,11.39,0.762600897454103,4.69302624318782
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-30,20.01,15.64,0.881526211367328,4.52466655733355
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1990-12-31,24.22,4.05,0.527860784488063,12.26921210663
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-01,0,-1.605,0.533278204295219,6.62916263051194
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-02,0,2.16,0.593178838700654,3.89331773538003
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-03,0,2.515,0.634656716780551,2.90420458098619
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-04,0,-1.405,0.550948843711439,2.42017048415515
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-05,0,3.32,0.659633826123467,2.14658599464196
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-06,6.03,9.58,0.758630744529054,1.8898374737142
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-07,26.13,7.97,0.752750632209579,2.20972087683731
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-08,0,4.57,0.635439675875702,2.77793481659548
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-09,0,5.57,0.653841893556043,2.37808056269159
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-10,7.19,5.89,0.668998667656441,2.20972087683731
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-11,13.15,8.5,0.786096738693904,3.72495804952576
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-12,3.46,5.585,0.74228793371416,3.74600301025754
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-13,0,1,0.61830980763491,2.96733946318154
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-14,0,2.59,0.722835906076498,2.42017048415515
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-15,0,4.11,0.765137829935124,2.14658599464196
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-16,3.53,6.46,0.792592625632032,1.99927126951948
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-17,0,5.52,0.820800244413999,1.85195654439699
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-18,0,3.79,0.796148413225217,1.66255189781093
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-19,0,5.19,0.849849593359151,1.53417763734705
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-20,0.64,6.715,0.871156295324319,1.45210229049309
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-21,0,0.59,0.760236916488806,1.35950446327324
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-22,0,-5.26,0.60043484344463,1.25427965961432
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-23,0,-2.175,0.714448693691132,1.16589082454083
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-24,0,2.4,0.841355910418455,1.08381547768687
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-25,0,-0.274999999999999,0.787265545061146,1.03541206800377
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-26,0,1.635,0.863785761195072,0.993322146540203
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-27,0,2.775,0.910001063504463,0.963859201515705
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-28,0.74,5.67,0.937505419751352,0.95754571329617
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-29,0,7.275,1.09351284124705,0.951232225076635
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-30,4.15,8.545,1.03983665148648,0.934396256491207
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-01-31,0,0.785,0.925018730419595,0.911246799686245
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-01,0,0.515000000000001,0.926296514923291,0.877574862515391
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-02,0,3.625,1.00448580771273,0.875470366442212
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-03,0,5.865,1.09478387509795,0.871261374295855
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-04,0,10.32,1.30895177072015,0.86494788607632
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-05,11.01,13.445,1.24172226511837,0.873365870369034
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-06,14.2,12.355,0.947715544871213,1.02488958763788
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-07,0,7.905,1.17548120585093,1.0817109816137
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-08,0,3.62,0.850219645069467,1.06697950910145
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-09,0,3.07,1.06247158238208,1.03751656407695
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-10,0,7.27,1.36618607144434,1.02068059549152
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-11,0,6.235,1.33408377097691,1.00174013083292
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-12,0,5.905,1.3514185513918,0.972277185808419
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-13,24.56,9.635,1.31355508414782,1.29005609285836
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-14,19.15,7.56,1.20319912469731,4.41944175367463
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-15,0.05,-2.115,1.06926978412815,4.04063246050252
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-16,0,-7.44,0.866621774323812,2.73584489513191
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-17,24.56,1.145,1.07500044309374,3.76704797098933
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-18,76.99,10.46,1.30801601011653,28.4106969879083
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-19,66.97,12.9,1.13727458293212,50.9288049709172
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-20,10.31,7.125,1.26410162663039,37.8809293172111
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-21,0,5.755,1.44099829575233,8.96515327173996
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-22,0.02,8.07,1.53528986485932,5.13497041855528
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-23,0,7.575,1.62758431245275,3.87227277464825
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-24,0,6.305,1.63022550022662,3.17778907049938
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-25,0,7.21,1.67793830096195,2.60957513074121
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-26,0,-0.485,1.27433193284261,2.31494568049623
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-27,0,2.345,1.54641528277166,2.06030165564165
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-02-28,0,5.625,1.79751038746411,1.83512057581156
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-01,3.35,9.34,1.92499549072158,1.78671716612846
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-02,5.4,14.74,1.65660203681742,2.37808056269159
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-03,7.08,10.585,1.87995844672555,2.39912552342337
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-04,0,2.795,1.2626330640408,2.44121544488694
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-05,0,5.135,1.87412890694563,2.29390071976445
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-06,0,11.39,2.29854970195831,2.12554103391018
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-07,0,10.75,2.36462356248184,1.96139034020226
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-08,0,5.53,1.63001939722435,1.79092615827481
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-09,0,3.94,1.96080729561002,1.64782042529868
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-10,0,4.505,2.05840525532627,1.52575965305434
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-11,0,6.565,2.17422804045291,1.43737081798084
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-12,1.4,10.57,2.27153049995212,1.3931764004441
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-13,8.81,11.63,1.51040400676808,1.39738539259045
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-14,0,6.545,1.66851799243058,1.35108647898053
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-15,0,4.725,1.47929102026779,1.26269764390704
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-16,0,7.945,2.29981778766544,1.19535376956533
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-17,3.74,11.18,2.37675062198041,1.15326384810176
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-18,11.24,9.59,1.64840328150545,1.20587624993122
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-19,0,6.76,2.5271555897734,1.19956276171169
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-20,0,11.07,2.8882328976223,1.13432338344315
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-21,0,15.67,3.06734992434716,1.09433795805277
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-22,15.06,20.06,2.52566721121085,1.13642787951633
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-23,39.7,19.58,2.48495980821704,9.32291760418029
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-24,0,14.13,3.21669314307948,6.62916263051194
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-25,0,12.66,3.20236397992695,3.61973324586684
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-26,0,15.835,3.46175122804193,2.71479993440013
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-27,0,21.365,3.09023197693124,2.29390071976445
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-28,12.39,14.565,2.63444417430924,2.12554103391018
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-29,41.26,9.795,1.90320144880177,3.89331773538003
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-30,11.7,4.515,1.89010694929364,11.490548559554
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-03-31,0,4.485,2.62550322006948,6.37662310173054
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-01,0,8.755,3.11274053064736,4.10376734269787
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-02,0,12.685,3.47440236934646,3.15674410976759
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-03,0,14.1,3.54314576139942,2.58853017000943
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-04,0.85,16.3,3.02502380076992,2.2307658375691
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-05,6.64,16.635,2.55990106783725,2.05819715956847
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-06,0,17.505,3.87957825192315,1.86879251298241
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-07,0,19.075,3.90243287096581,1.70253732320132
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-08,10.35,19.56,2.93701340006244,1.63940244100597
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-09,5.11,19.485,2.54043359640596,1.71095530749404
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-10,3.97,13.405,3.07364471388879,1.63729794493279
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-11,0,13.44,3.74188443041593,1.53417763734705
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-12,13.62,15.085,2.6868799875138,1.56995407059108
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-13,10.71,17.165,2.20872182044724,1.67517887425
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-14,41.18,18.26,2.11276186821106,2.98838442391332
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-15,31.64,18.365,2.62030126292075,9.99635634759738
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-16,0,15.27,4.13537428631955,8.08126492100503
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-17,0,17.43,4.32901487986394,4.41944175367463
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-18,0,17.335,4.23301989786574,3.26196891342651
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-19,13.96,17.885,2.75847174243277,2.90420458098619
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-20,2.64,15.865,3.1594300417954,4.18794718562501
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-21,0,11.415,2.77007327025057,3.2830138741583
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-22,0,10.6,3.14543578220651,2.60957513074121
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-23,0,12.39,3.66840043726777,2.27285575903267
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-24,0,13.75,3.89783525425973,1.98033080486087
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-25,0,16.07,4.33807949445334,1.76567220539667
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-26,0,18.685,3.81615813126073,1.62046197634736
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-27,1.44,19.745,3.05465629626182,1.53838662949341
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-28,23.15,18.93,2.45471698459908,1.77619468576257
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-29,38.93,17.99,2.306188544256,7.49200602051509
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-04-30,0,17.42,3.38615073133048,10.0384462690609
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-01,0,19.095,4.42316388080819,5.32437506514134
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-02,0,14.98,4.63420826983809,3.49346348147614
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-03,0,15.355,4.66603023727272,2.73584489513191
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-04,8.43,17.585,3.45162518843543,2.46226040561872
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-05,24.51,19.535,2.38296050752236,3.38823867781722
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-06,16,15.04,3.15313577293105,4.08272238196609
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-07,0,13.505,4.59631482944655,3.05151930610867
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-08,0,15.805,4.49410574889437,2.46226040561872
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-09,11.3,17.925,3.41120965412729,2.90420458098619
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-10,7.49,20.945,3.10992400162746,3.0094293846451
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-11,28.39,19.91,2.52850498306614,4.27212702855214
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-12,14.54,20.36,2.54149919742649,7.74454554929649
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-13,26.89,20.26,2.93928900894596,7.00797192368405
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-14,17.5,21.38,3.59502542705221,5.02974561489636
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-15,0,22.655,5.16919504869286,3.5355534029397
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-16,0,23.17,5.1971700165344,2.73584489513191
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-17,0,23.665,5.22184536731925,2.27285575903267
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-18,22.7,23.835,4.02334651116776,3.21987899196294
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-19,18.73,23.875,3.79426257857304,4.75616112538317
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-20,5.59,22.86,3.64408736039629,4.44048671440641
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-21,0,22.445,4.39576932214365,3.24092395269473
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-22,0,22.16,4.12877871445021,2.3570356019598
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-23,0,23.135,4.62106577765542,2.00348026166583
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-24,0,23.875,4.93286643488865,1.7825081739821
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-25,0,23.915,3.85225940516173,1.73200026822582
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-26,97.43,23.32,2.71270709001179,22.307658375691
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-27,100.35,22.41,2.66503874801178,159.520802346922
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-28,13.92,24.27,3.52907321749285,51.7706034001885
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-29,10,24.585,3.89487696727784,9.47023232930278
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-30,0,24.96,5.34907869291526,5.15601537928707
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-05-31,0,25.025,5.19937972855302,3.70391308879398
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-01,0,25.32,5.42730695037279,2.98838442391332
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-02,19.8,24.79,4.34643206242095,2.79897977732727
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-03,0,24.91,5.93433388046234,2.33599064122802
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-04,6.85,25.645,4.48562780605259,2.07713762422708
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-05,21.99,23.22,4.35478028429948,2.42017048415515
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-06,0,21.3,5.25744755066329,2.20972087683731
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-07,0,20.175,5.51017180661432,1.8309115836652
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-08,0,19.995,5.58183217030318,1.64992492137186
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-09,0,21.19,5.54746105345728,1.49629670802984
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-10,0,21.325,5.66809331679557,1.38896740829774
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-11,7.27,22.015,4.0466029665341,1.32793702217557
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-12,3.65,23.075,3.38849008151203,1.33004151824875
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-13,1.52,24.25,4.76959687748471,1.27742911641929
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-14,11.14,25.275,4.16651269438212,1.3047875653706
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-15,0,25.42,5.31294071533903,1.27532462034611
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-16,9.64,25.505,3.89746723045694,1.30899655751696
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-17,0,24.225,5.18837451614828,1.19745826563851
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-18,0,22.425,5.88039033294469,1.1006514462723
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-19,0,23.725,5.8670242186118,1.04803904444284
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-20,0,24.555,5.81272616691827,1.01647160334517
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-21,14.07,25.255,4.70439303298184,1.01857609941834
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-22,27.71,23.86,4.29221749278354,1.25007066746797
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-23,12.93,23.34,4.13427071099829,1.48787872373713
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-24,20.71,23.555,4.07109610349113,1.91509142659234
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-25,5.4,24.01,3.66480112905358,2.06661514386118
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-26,0,20.585,3.74202662643971,1.66465639388411
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-27,0,20.2,4.72473463509715,1.37844492793185
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-28,0,23.175,5.07255678014826,1.24375717924843
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-29,0,23.72,5.66350435926103,1.15747284024812
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-06-30,0,24.255,5.64045605187397,1.09644245412594
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-07-01,0,26.45,5.75463652890317,1.03962106015013
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-07-02,0,26.9,5.80405922557588,0.984904162247489
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-07-03,4.04,25.52,5.11742032656822,1.19745826563851
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-07-04,2.37,25.41,4.97063143035014,1.03751656407695
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-07-05,0,25.18,5.16380557903615,1.05014354051602
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-07-06,0,25.155,5.56830789823253,0.955441217222991
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-07-07,0,25.82,5.48160861687252,0.91756028790578
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-07-08,0,25.38,5.61103469677046,0.898619823247175
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-07-09,18.72,25.465,4.4666122026629,0.909142303613067
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-07-10,0,25.985,5.55440717897607,0.91756028790578
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-07-11,8.18,26.16,4.36548036618166,0.902828815393531
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-07-12,0,27.05,5.40942995995056,0.873365870369034
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-07-13,5.2,26.435,4.62616118977873,0.829171452832288
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-07-14,0,25.32,5.40120487604556,0.79970850780779
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-07-15,0,23.435,5.39517760883501,0.774454554929649
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-07-16,0,24.3,5.31184291384417,0.749200602051509
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-07-17,1.32,24.16,4.85404632589159,0.761827578490579
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-07-18,0,24.64,4.97653342557582,0.759723082417401
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-07-19,12.57,25.065,4.1087215714428,0.793395019588255
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-07-20,0,25.91,5.51420282730251,0.757618586344222
"Buffalo River near Flat Woods, Tennessee, USA",3604000,1991-07-21,0,26.375,5.44481246539576,0.719737657027011
