% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=555618, Mon May  5 11:11:01 2025, <python>{}</python>
1 8 0.27462216899516967 1.0000400008000108 -0.1043595090377919 -1.0435950903779190e-01 -0.034698525183305406 0.051777246835519763 0.08973737939001553   
2 16 0.27767218435775337 1.2505277807058313 -0.1739339323831377 -1.7393393238313770e-01 -0.08550870093971541 0.09089726674075083 0.12523788615617243   
3 24 0.2895236339713906 1.5000350567028025 -0.17525024824763058 -1.7525024824763058e-01 -0.13911679977597824 -0.06742591587907987 0.09429869589749645   
4 32 0.2842036243028892 1.9451391962575328 -0.1769272139960275 -1.7692721399602751e-01 -0.16037959575053784 -0.09534329646027384 0.022125140450040326   
5 40 0.28953543105944135 2.069793549102988 -0.18836418909016217 -1.8836418909016217e-01 -0.17466254178346952 -0.15923080519208854 0.01479786812908257   
6 48 0.2467411741691829 2.237636051043136 -0.18836418909016217 -1.7810004999971507e-01 -0.1284611397161448 0.2083446884804323 0.10857752731649944   
7 56 0.23231648645441388 2.105156297350945 -0.18836418909016217 -1.8045635935070692e-01 -0.15389860148396572 -0.13882628746738201 0.023865857481095987   
8 64 0.24183524049280686 2.193578966623654 -0.1949771026637186 -1.9497710266371859e-01 -0.147134162068711 0.03768454382443753 0.1149809500251518   
9 72 0.2664015926923598 2.1917381232308633 -0.20590324611954747 -2.0590324611954747e-01 -0.16428704369531 -0.14075896725897263 0.047203933758781236   
10 80 0.3000805132621621 2.3460634664587743 -0.22175420502145515 -2.2175420502145515e-01 -0.17727358776317004 -0.14267574178704479 0.04186893058897545   
11 88 0.34769740860226495 2.457335225475622 -0.2350900589158541 -2.3509005891585411e-01 -0.21709181044759973 -0.1529196969679253 0.02796328426401512   
12 96 0.43478775405314 2.9808344249540375 -0.3000021850965944 -3.0000218509659438e-01 -0.22723256069455466 -0.18594048437372246 0.05082851195881344   
13 104 0.563606118203192 3.179016503142122 -0.31018314213412 -3.1018314213412002e-01 -0.23466993297873573 -0.2092296007002904 0.07417542639020952   
14 112 0.6189952399868386 3.5106350961988317 -0.3821007375283707 -3.8210073752837070e-01 -0.26740330365948206 0.07229270606473137 0.09678457589430095   
15 120 0.6398525296333598 3.5128871173195084 -0.4231848434869605 -4.2318484348696050e-01 -0.27620529054070864 -0.07250948142379576 0.1368895300308161   
16 128 0.7063258051113295 3.743281355390637 -0.4868945871012058 -4.8689458710120581e-01 -0.3725549733813158 -0.07260954226004146 0.12195660812914166   
